,title,review,userName,date,isEdited,rating,developerResponse
197,A must have app,A must have app which makers it easier to split the expenses and simplify the calculation to reduce the number of transaction. Easy to understand.,mitali0703,2019-10-10 04:52:54,False,5,
820,Great app,Great app with ease of use.,Prasha007,2019-10-08 17:39:12,False,5,
347,Very good app,I am using it since past 6 months. I find it really nice app.,KunwarAmit,2019-10-08 15:11:24,False,5,
688,Review,Great app..saves a lot of time,thug290698,2019-10-06 21:54:26,False,5,
1712,Best Expenses Mgmt App,Best Expenses Mgmt App,shaikhzeeshan1989,2019-10-05 19:40:00,False,5,
985,Awesome app,Wao...,naveen nigam,2019-10-02 10:55:07,False,5,
679,Good,Can be made specific,Doniraj,2019-09-30 05:20:53,False,4,
274,Great Tool,"Great tool for split expenses. It’s very easy to use and helps a lot to in cash control in groups.
So thanks Splitwise for such a wonderful tool.",amitkumawat24,2019-09-29 12:57:26,False,5,
160,Useful for any group event or holiday,Used this for three group holidays and works very well.  Also a handy way to know what you paid for all miscellaneous.,Ranad2,2019-09-29 07:11:26,False,5,
306,Hats Off !!,Great app with all possible shares of money covered...Also has great notification service...,serialcoder,2019-09-28 17:03:27,False,5,
348,Good for hostel residents,Its best in case of dividing money among friends...Its really very interesting to use with friendly interface 💕,Sai_143,2019-09-26 12:43:25,False,5,
800,Useful,Very useful,sid12_k,2019-09-26 12:37:39,False,5,
816,"Excellent, helpful",Nice app for trips and group expenses,Pinkoo2323,2019-09-25 19:06:13,False,4,
124,Extremely useful,This app is extremely useful for the folks who live with friends...we have so many options of splitting the money..,Shasha4319,2019-09-23 10:32:36,False,5,
996,Good,Good,Niranjankathroji,2019-09-18 14:13:07,False,5,
713,Great app,Cool and great app to track out spendings,santanum,2019-09-18 10:12:46,False,5,
394,Works as advertised.,Great app. Easy to use. Clear and fun UI. Recommend it 9/10.,PranavPahuja,2019-09-17 12:48:59,False,5,
605,Very handy app. Work flawlessly.,Its a very good app. Serve the purpose flawlessly.,R@nj0dh,2019-09-14 14:58:48,False,5,
998,👍🏻,best,keena32,2019-09-14 04:50:46,False,5,
891,Excellent App,Really a useful app. 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻,MusicLiverIndian,2019-09-11 06:15:35,False,5,
892,Very nice,Very good,hrkathu,2019-09-09 15:46:27,False,5,
970,Best App,Best App,guptaswapnil,2019-09-08 10:40:39,False,5,
487,Awesome and easy to manage my expenses..,Easy to use and manage my expenses,IAgrawal,2019-09-08 06:59:50,False,5,
186,Tension free settlements,"Its an amazing app especially for
Those who are staying alone with friends and make expenses in groups.
It is user friendly.
Perfect app for tracking your spendings and making pocket ready budget",Sharma09,2019-09-07 18:16:02,False,4,
1735,Split adjustment,"Hi,
This is very useful app for expense tracking. I have a concern.For a group expense(e.g, 4 members for a group, i going to add 10 bills, it's equally means no prob’s, but in that group 4 bills need to split for 3 members, only split equally have a option to select specific members, other split options not have that selection option) for that i have to take a calculator to calculate expense for 1 out of 4 members. Please do a needful solution or explain any option to enter directly for unequal expense for 1 out of 4 members... thankyou",Yoki6s,2019-09-06 19:37:04,False,5,
910,Best,Amazing app,gurisd123,2019-09-01 06:18:49,False,5,
898,superb good,this is best app i love this app very much,kabir jain,2019-08-29 10:23:50,False,5,
633,Nice app for tracking expenses,Help full,mhdajnaz,2019-08-27 15:37:24,False,5,
606,One of best app i ever found,This place s very cool app,AnkyAshu,2019-08-19 07:47:52,False,5,
960,Good,Very nice....,SidSiddarth,2019-08-16 18:33:23,False,5,
475,Awesome app,Amazing way to handle expenses between people without feeling awkward,arshuhansda,2019-08-15 09:51:11,False,5,
226,Best useful App for Expenses tracking/splitting,"Easy Usage, Ad free, Simple UI & Offers required functionality - Overall one of the few Best Apps.",PraDeep_12,2019-08-14 06:23:14,False,5,
477,Great app,The most useful of utility apps to split and manage expenses and money balance.,Yuk M,2019-08-13 21:14:49,False,5,
505,Excellent !!,"Fantastic idea and excellent features.
Simplify debt is my favourite feature.",PugazhDevan,2019-08-13 09:28:23,False,5,
41,Finances w others had never been easier,"I swear to god Splitwise is the GOAT! Me and my roommates love it. At the end of every month it was such a hassle settling accounts, now it's a piece of cake!! 
Recommending this to everyone!!!
Is even really helpful for trips and there is absolutely no confusion regarding who spent where and what!!!",jinalp97,2019-08-10 09:25:45,False,5,
275,Amazing tool,"Excellent tool, easy user interface, convenience of handling different groups, friends, currencies.",We Yes,2019-08-09 03:53:48,False,5,
446,Integration with Payment Gateways,Why not integrate with payment gateways to facilitate payments from the app itself? This would be very convenient for users.,party protocol,2019-08-08 06:46:59,False,3,
176,Wonderful app,"Used it for a trip 
Each and every penny was accounted for 
And easy to use application 
A perfect way for splitting the whole trip",Sagar1404,2019-08-06 21:57:54,False,5,
869,Bad feedback,App doesn’t sync...very slow,tejaswini obwrou,2019-08-05 14:45:37,False,1,"{'id': 10037717, 'body': 'Sorry for the trouble. Can you please report this to support@splitwise.com so we can assist? Thanks!', 'modified': '2019-08-06T17:23:08Z'}"
326,App works perfect in sharing amount,App will very helpful for bachelors who shares amount frequently.,singam tarun,2019-08-05 13:50:48,False,5,
789,Loved this app,Very nice app to settle your expenses amongst friends.,Veshie_20789,2019-08-04 10:25:14,False,4,
23,Great app! Some suggestions,"Great app! One suggestion is if you guys could grow the app to be an expense tracker too - automatically migrate expenses to a monthly expense tracker. It would then need to have a addition of solo expenses too. Would be an all-in-one useful app then! 
A receipt scanning feature could also be added with equal split of taxes.",soum89,2019-08-03 10:03:44,False,5,
757,Ok ok,Doesn’t have option if the amount settled between parties,Ananya612,2019-08-03 08:32:32,False,2,"{'id': 10037744, 'body': 'Hi there. To record that a debt has been repaid, please tap ""Settle up"". To discuss further please write support@splitwise.com. Cheers!', 'modified': '2019-08-06T17:25:58Z'}"
488,Amazing app,Hazel free expenses accountancy especially when travelling with group of friends.,Sridhar Chittiprolu,2019-08-02 20:39:16,False,5,
12,Suggestion for a needed feature,"Been using this app for a long time.
When we settle up with a friend from the friends tab and who is a member of two or more groups, the payment should be reflected in each of the group individually so that all the groups get settled too. This will allow us to remove the friend from a group which has already settled up with him in that group.",Neeraj Kaalia,2019-08-02 01:21:37,False,5,
509,Excellent app,Even the company’s balance sheet can be created with this app.,Gariraj,2019-08-01 05:57:13,False,5,
328,Very useful. But need more features,"Need complete expense manager with following features 
Credit,debit & Netbanking auto expense tracking
Budget allocations and reports
Category wise reports 
Suggestions",angry5Indian,2019-07-31 09:46:52,False,3,
928,Nice App,Very nice app.,Santhoshkumarcm,2019-07-28 11:38:43,False,5,
1725,Bestest 👍🏼✌🏼,...,Jona10lee,2019-07-27 07:41:31,False,5,
926,Superb,Helpful,sanju I,2019-07-26 14:33:01,False,5,
140,Made life easier,"I often travel with friends, keeping the track of expenses was a big headache. Splitwise made our life simple. Thanks to the developers.",prrao,2019-07-26 03:53:03,False,5,
636,Good application,Please provide admin control,suku y,2019-07-24 16:06:08,False,5,
103,Best app,"Have been using it from more than year now, best when we live with others and have to keep account of expenses. Made things much simpler and easy.",Akanksha Kori,2019-07-22 10:52:57,False,5,
991,G,Good app,vinay-19,2019-07-22 06:49:50,False,5,
268,Can’t manage large groups with this,"Not everyone wants to have an app - and this app literally forces everyone to manage unequal splits by asking them to upgrade. 

Here are my 0.02c - create a good app - don’t just run after monetization at the expense of ease of use. 

Make people settle payments through the app - how is that for an upgrade.",anirudh.yyz,2019-07-22 02:21:02,False,1,"{'id': 9928088, 'body': ""Sorry for any confusion! You don't need to sign up for Pro to add expenses that are split unequally. If you're seeing an ad when trying to modify the split of an expense please send a note to support@splitwise.com."", 'modified': '2019-07-30T19:45:52Z'}"
945,Superb,Awesome app,Rubiya1090,2019-07-21 10:47:53,False,5,
614,Nice cooperation,150 only per hour,Raag69,2019-07-20 16:29:02,False,5,
1003,Unh nt Brit the,Mbeyh trlor,mmainkar,2019-07-20 08:20:53,False,1,
703,Great application,Wonderful app for managing expenses with friends colleagues and Most importantly with roommates,Nagaraj.V,2019-07-20 04:52:01,False,4,
283,Reporting App Crash,The app is crashing again and again when I wish to change the passcode. Please see to it.,Dr Abhishek Arya,2019-07-19 07:18:17,False,4,"{'id': 9928185, 'body': ""So sorry for the issue! Please send a note about this to support@splitwise.com so we can look into what's going wrong. "", 'modified': '2019-07-30T19:54:42Z'}"
857,Awesome app,7 Star☺️,31072001Pa,2019-07-17 19:35:52,False,5,
9,Nice application,"Easy to manage all cost and calculate smoothly at the end of months

One suggestion: please provide on touch settlement option because currently we have to select each and every member of the group and settle each one. So it may possible all member give to one person only and that person can settle it for all by one touch option 
Thank you for providing such a nice application",Tankar shah,2019-07-17 18:55:55,False,5,
185,One Stop App For Expenses,"I have been using this app since long time and it is worth it. It Simplifies Life what else do you need from it ?

Great App, keep up the good work !!",kushvyas,2019-07-17 11:17:31,False,5,
676,Appreciation,"Awesome work team.
Deserve a huge applause",RHT12345,2019-07-17 06:48:34,False,5,
673,Awesome app,Awesome app. It helps in keeping tab of the expenses meticulously,RituPat2017,2019-07-17 06:35:34,False,5,
740,Super,One of the best app for any group 👍🏻,B|-|is(-)/\/\,2019-07-15 16:32:28,False,5,
554,Best utility app so far.,Organised as hell and very user friendly.,#PDOC#,2019-07-15 10:38:22,False,5,
46,Amazing Application,"Being a bachelor, one needs to keep a track of his/her expenses. This is the perfect app for it. Have been using it for more than 2 years now and it has always been the best place for expenses. Really happy with the new and cool update of the app as well.",shrey_623,2019-07-15 07:54:12,False,5,
689,Good ui,Good changes made,vrz 007,2019-07-14 17:36:56,False,5,
395,Does the job,All my friends use it,Manohar_r,2019-07-14 10:01:25,False,5,
621,Love this app !,One of the best in its category so far!!,Sreejit Ayyappan,2019-07-13 16:07:07,False,5,
646,Relief to the mind,What an app! Loved the new look.,ken1l,2019-07-13 06:32:02,False,5,
833,Awesome app,Easy to use,Harshit Jyoth,2019-07-12 15:05:02,False,4,
397,Unable to download and install updates,"Please see the apple version of updates are getting installed, causing all other updates to fail.",Shubham-Jaiswal,2019-07-12 13:48:00,False,2,"{'id': 9928243, 'body': ""So sorry for any trouble! Please send a note to support@splitwise.com so we can look into what's going wrong. "", 'modified': '2019-07-30T20:01:22Z'}"
116,Best application for managing settlements,"I have been using Splitwise since many years, it’s a very nice app which provides efficient tools to keep and manage the information of the settlements",Rafik Mujawar,2019-07-12 11:18:26,False,5,
350,Love the interface & design!,Rest one star retained for performance which will be updated in due time,Pranay Jhawar,2019-07-11 17:00:31,False,4,
73,Option to delete comment should be there.,"I would have given it 5 stars but the latest update does not have the option of deleting comments in an expense.
Please bring back that option !",Dhruv Saraswat,2019-07-11 16:47:44,False,4,
464,Nikky,Comfortable to use need to keep enough brains to understand the calculations between groups and individuals.,nik_k$,2019-07-11 03:41:12,False,4,
479,Older Version is better than new update.,Please reverse the new update theme; as the older version is far better & lucid.,Gauravb197,2019-07-10 21:29:10,False,3,
416,Outstanding,I just cannot imagine my life without Splitwise,Kunal Nune,2019-07-10 20:58:10,False,5,
236,Must have app,This helped me track my expenses and also let me know who owes me money and how much do owe to someone very effectively and efficiently.,MaaJake,2019-07-10 20:05:44,False,5,
64,Stay Headache free,"I guess the first app which is receiving a 5 star from me.
This is a great app for expense sharing and keeping tabs. It is so hassle free and there are so many options available.
The app has been thoughtfully designed and is very versatile.
Good job guys.",vr2much4i,2019-07-10 18:24:39,False,5,
162,5 star application,The features provided by this app facilitates keeping money transactions so seamlessly easy with any particular individual. Totally love this app. Wish I was made a lifetime splitwise pro member for free! :p,Parth Vipani,2019-07-10 17:42:39,False,5,
1726,Perfecto!,Perfecto..........................................................,Kritiyamika,2019-07-10 16:16:10,False,5,
404,New UI,"Like the new UI. 
Explain the pro version in a little more detail.",Meenal05,2019-07-10 12:49:37,False,5,
674,One of the best free app,It makes life easy!!!,siddhartha_r,2019-07-10 07:13:40,False,5,
355,Amazing UI UX!,"The version 5.0 is a much needed update, making the application more lively and a pure delight to use!",arnavwadhwa,2019-07-10 04:44:36,False,5,
690,Apple watch,Please add this app for apple watch,jagrut varma,2019-07-09 05:27:44,False,5,
607,Excellent App especially travelling with group of people,Superb app,Kirit Desai,2019-07-07 09:48:59,False,5,
489,Really helpful app,I really appreciate this guys really. Undoubtedly awesome app. Highly recommended,Kapil775,2019-07-05 17:43:26,False,5,
396,Amazing app! Super helpful & user-friendly!,A very helpful app- has made my life so much easier !! :D,Dr. Samreen,2019-07-04 19:47:38,False,5,
113,Helpful app - saves a lot of time & energy,"A must have app for people who find it difficult to split expenses after a trip, or on a daily basis with their work colleagues or friends.",Bhavyasanghvi,2019-07-03 04:39:26,False,5,
291,Amazingly useful app!!,This app really makes ur life simple and helps to keep financial transactions clear and transparent. This is a must app to settle expenses. Cheers to team Splitwise.,Greysell,2019-07-02 23:49:48,False,5,
821,Excellent,One of the best utility app,Vijjee,2019-06-29 07:47:01,False,5,
327,Excellent tracker,Excellent App to track expenses and payments between each other,SarelNair,2019-06-28 12:09:25,False,5,
50,Indian Splitwise,I would like the dev team to integrate Paytm and Google Pay into the modes of payment for your Indian users to be able to use this app even further! This will automatically increase the number of users in this part of the world!,Nike26,2019-06-26 07:46:43,False,5,
775,It’s good for your tripe expense calculation 👍👍,Great work,Vipul kanani,2019-06-26 07:17:10,False,5,
315,Very much helpful app,One should definitely use this app for group spendings. This app helps people to feel free from all types of calculations,Harshit kansal,2019-06-25 06:32:53,False,4,
314,Best app to share expenses,"I am using it for a month, app has all features to settle up with your mates.",Siva:),2019-06-23 21:17:48,False,5,
746,Great app !!!,Well thought and executed!!,Nikhil Ranpara,2019-06-18 17:04:34,False,5,
785,👍🏼,Very very convenient!,ross_green,2019-06-18 03:32:45,False,5,
255,Great app. Loving it. Makes life so much simpler.,"The ease of maintaining a tab on all group expenses is unmatchable. It couldn’t get simpler than this. 
Thank you for this app.",raks720,2019-06-17 17:31:25,False,5,
366,Good App,"Has Wonderful and Interesting Features for Expenses to be Split, with Interactive Buttons and Less Effort.",SaahilPriya,2019-06-17 17:30:29,False,5,
381,Best app for trip sharing,Best and easy app to use during group trips,divyang472,2019-06-14 11:54:59,False,5,
276,Very useful.,Easy to use and provides lots of services without any cost.,Hitesh Sadhrakiya,2019-06-13 19:51:37,False,5,
647,Makes life a lot simpler...!,Easy to use .. Dutch in is a cakewalk by SplitWise..,NitinxSehgal,2019-06-12 03:16:47,False,5,
425,Suggestion,Please add search functionality with filter,k@kxi,2019-06-11 17:59:31,False,4,
776,Wonderful app,Awsome app helps to simplify the calculation....,Isaacm.backup,2019-06-11 16:43:45,False,5,
767,Awesom app for splitting the money,Full package app.,_mrgauravarora,2019-06-06 14:13:38,False,5,
964,great,awsome app,manu iitm,2019-06-06 10:53:21,False,5,
442,it is amazing,"it keeps our life exciting and refreshing at the same time. the notifications were our ecstasy and it united us by splitting wisely do try this at home, and on trips adn especially while visiting departmental stores.",Papa ki pari hoon main,2019-06-03 18:37:35,False,5,
126,Works as expected,"Exciting application, we are having a bachelors apartment of 5 people and we are managing our complete expenses using split wise . Highly recommend for bachelors group.",abhijithk,2019-06-03 14:18:48,False,5,
920,helpful,very good,kukunoora,2019-06-03 08:46:59,False,5,
809,Nice app,Nice app with nice features,jatinroyy,2019-06-02 06:04:49,False,5,
357,Best app for expense management.,"Using the app for more than 4 years now, it’s great and easy to use.",divya22,2019-06-01 18:05:14,False,5,
532,Best App,This is the best app I have seen so far and it is so easy to use.,Porthosm11,2019-05-31 22:47:03,False,5,
655,Excellent app,Very easy to use excellent app.,BMs234,2019-05-31 12:47:49,False,5,
832,The best app,This is the best app for the group expenses.,Arshad3641,2019-05-31 10:41:29,False,5,
521,Gerald Abranches,Makes life easy when we r tripping.,Gery Abranches,2019-05-26 06:41:26,False,5,
912,Awesome,Excellent app,amanadarsh16,2019-05-23 15:36:25,False,5,
1713,Amazing App,Amazing app,walterobrian,2019-05-22 18:32:05,False,5,
665,Awesome app,Good to simply debts between group of people,Babluabhi,2019-05-22 05:28:38,False,5,
199,Wow concept,I’ve been using Splitwise since last more than a year and didn’t found any problem and It really helps me to manage my expenses .,vikk94,2019-05-18 23:32:50,False,4,
544,Good application,The application is wonderful and fulfills your requirement of split bills,aNilPrabhu,2019-05-17 11:00:59,False,5,
349,My daily driver,Full kudos to developers. Expecting and curious about new features,svajmal,2019-05-15 18:56:50,False,5,
730,Best app,Best to share expenses... really ljved the service❤️,ramanakore,2019-05-15 15:51:11,False,5,
872,Super app,Very good app,Askashish,2019-05-15 12:20:23,False,5,
1714,Excellent,Excellent,Cs303,2019-05-12 05:16:50,False,5,
786,Amazing,World Most sorted split app,yusufzsi,2019-05-11 11:55:17,False,5,
823,Just the best,Splitwise just the best application for expense management 👍👍,Tahir H,2019-05-09 21:01:39,False,4,
257,Great app,Just a suggestion..Please include functionality to enter currency exchange rate so that all currencies can come into single one for a group.,N1ks.89,2019-05-08 20:41:35,False,5,
810,Nice app,Really it is very good app.,jigs.,2019-05-08 18:32:39,False,5,
430,Awesome Application,The app is awesome. No more worries of splitting the bills and calculating the individual amount. Keep up the good work.,Mak0507,2019-05-08 06:32:54,False,5,
301,Group expenses made simple,"Very nice app to maintain a group expense such as a trip, dinner bill, any 1-1 transactions and to record any bills.",Ashwin Vellore,2019-05-07 05:36:58,False,5,
490,Brilliant,At last my house bills are not a headache anymore ❤️,Ghappu,2019-05-06 20:24:37,False,5,
463,Perfect,Couldn’t be more convenient!,hritikesh.mohta,2019-05-06 19:08:49,False,5,
407,Simply the best,"I can’t imagine my life without this app.
Saves me a lot of trouble.",Shanmugavel27,2019-05-06 10:02:04,False,5,
615,Great App,This is a great app. Makes settling group spend a breeze.,ShrikanthaBhatta,2019-05-06 01:05:52,False,5,
753,Amazing,"This app suits to perfection if u go on a sharing trip.
Flawless and seemingly the best in business.

The trip organiser will be at peace with the usage of this app.

Kudos !!!!",Bharath Yalavarthi,2019-05-04 18:17:39,False,5,
623,add some more graphics,app looks pale .Ui is good but look wise not great,venkat901,2019-05-04 07:57:22,False,4,
216,Excellent & Suggestion,"Excellent app...very very impressive. 
Suggestion : it would be better if you provide settle by initiating payment through net banking or by upi payments",VihaanLalith,2019-05-03 14:51:32,False,5,
141,Chat option,"Would like to know, where does the chat option appears?",Shilpahb,2019-05-02 02:08:09,False,5,
788,Super app for shared expense,"Super app for expenses, nice ui. Accurate planner.",Pruthvi_raju,2019-04-30 19:27:51,False,5,
938,Adipoli app,Super ayikkonuu,sulu mea,2019-04-30 18:52:20,False,5,
843,5 star,Awesome app... Too good,Dhrubajit,2019-04-29 15:38:23,False,5,
67,An amazing product solving a trivial problem in easiest way,I hope team is able to monetize this product in a consumer friendly way instead of selling user's data.,ritesharora28,2019-04-28 09:39:42,False,5,
1736,OkIKIkmkOLmmm momm mkMilImgommkOcMmk,"Momom
Ohok txt mig
Ki ccd TX
M f

Iomkkf mko

 Kkmm
Knmoom
Ruko 
I
Mmo r u kok kok 
Oh okkm
Mk
C

Tfimn
M
Mk
Kokomo
K
If too
K
Kho
K

I’mkm m
KkmmkokookyoOuikomkmtk
Mokmom

My
Kl
M
K
 
You

R
Ok
Okmko
I’m ko
To Fm
MKo

Bfom
K
Knkomtc
KKom
Kkkllllkm km. 
Okkkooknmm
Margins
Kyomom
Mmo fuk
Okkoooki fnmofc f
Knkickkmk
K
Movingf i. 
Kmm kmm
Llooookoookoomkmjn
Mike I’mm
Mk
K
Kok mmkouoo
M
K 
Tar o

Michigan
Monika

Kimkm
Ok
R
Kcrmknmok
Mokmomom
M
MT frctcidkmkmo
Ri
Ruc
I
Klk
Mriokomo f fooou
I’m
Okok Jim
Oioom
Okmmo
Kolmkoikkikoknono
Mmo mkki
M
Oko
Mrk oic
FLkmo
M
Kimicf 
Okmkokkkokmlomkokmk",jmmkmofnfcoikkio,2019-04-26 17:54:12,False,5,
382,Wonderful,"I’ve always wanted an app like this, thanks a lot❤️",bopanna2499,2019-04-25 06:39:25,False,5,
465,mind blowing!!,if u are planning for trip and dont want to bother how much each person ows you and u have to lend to each this is the best option to get rid off!! incredible effort from team good app perhaps best in its category!!,kya karoge jan ke,2019-04-24 15:27:43,False,5,
167,Great app,Have been using it since a long time now. Less bugs and more intuitive features. Good work!,DopeAkash,2019-04-23 10:47:13,False,5,
40,Perfecto!,Absolutely amazing app. I just had to write a review about it. Earlier my friends and I used to have so much trouble calculating who owed money to each other and how much. We used to spend so much time with a white board trying to do the math. But no more! Splitwise has made life so much simpler.,misternaik,2019-04-18 19:17:54,False,5,
988,its awesome,.....,snajshsvsvsvsvvsvsvsv,2019-04-17 09:44:02,False,5,
237,Simple & Awesome,Very easy to manage expenses within friends group. Especially the final settlement splits are automatically calculated and shown.,Ola lover,2019-04-15 08:57:14,False,5,
511,Good one in this field,"5 stars, if they enable to add Facebook friends instead of requesting for individual gmail Id..",narreshslp,2019-04-15 05:28:55,False,4,
97,Add payment address option,It would be wise if you just provide a column where user can add the mode of payment they accept & address along with it.,Lokesh_Lakki,2019-04-14 05:26:00,False,5,
749,Amazing,Really helpful,ansinha27,2019-04-12 07:41:16,False,5,
1738,Great app,I planned our whole Goa trip through this app.Very nice app for people who travel in group.,Erozone,2019-04-07 12:32:09,False,4,
522,Very nice application,This really helps me keep account on what I owe and what I’m owed.,Arun K Menon,2019-04-07 02:25:05,False,5,
796,Not an efficient app,Not a great app. Increases number of transactions and creates confusion. Settle up app on the other hand is much efficy,sector 28 vashi,2019-04-04 07:44:45,False,2,
